external_mode,n_workers,seed,strategy,mean_barrier_ms,p95_barrier_ms,mean_decode_ms,mean_extra_compute,mean_rows_after_decode,decode_success_rate,mean_dispatch_ms,mean_cancel_ms,method,source,artifact,uses_first_decode_features,notes
k3s,24,7,speculative_replication,13.691897624994388,14.79686259986003,6.907970499980763,1.2808082217261905,6.25,1.0,0.73247225003565,5.1362532499580995,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,24,7,sparse_flexible_static,17.085024875001338,21.197693350063606,9.064770374976625,2.503696986607143,9.375,1.0,0.7727663749221374,5.614751875015088,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,24,7,original_sfcl_static,16.999857999991214,20.993673550026347,9.079056624983613,2.5811244419642856,9.375,1.0,0.5597841250163874,5.674967250030212,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,24,7,worker_aware_sparse_flexible,16.954621624961362,18.59204020007604,8.897972500051274,2.535784040178571,9.125,1.0,0.6263682499535875,5.613321874960713,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,24,7,rank_aware_sparse_flexible,17.7442928750224,25.518960150031898,7.878758500027012,1.9368024553571428,11.25,1.0,0.7047633750402875,7.724203500032388,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,24,7,deadline_aware_sparse_flexible,15.718591875014402,16.46426555008696,7.828431124977424,2.0012323288690474,9.125,1.0,0.6407827499969501,5.652585500030163,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,24,7,system_portfolio,12.711455249984686,13.181954050014555,8.342845625008925,1.0,0.0,1.0,0.7353807500293874,4.2942634999860125,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,24,7,guarded_system_portfolio,12.743801499965402,13.36329055002349,8.36986037501215,1.0,0.0,1.0,0.8278568749346376,4.304790500015037,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,24,7,online_counter_guard_rank_aware_sparse_flexible,16.929257250012547,21.384305350056795,9.080025124973124,2.629301525297619,9.0,1.0,0.6776002499861501,5.683136375040438,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,24,7,online_counter_guard_deadline_aware_sparse_flexible,16.93395062503094,21.08690705000518,9.026407874983926,2.640927269345238,8.625,1.0,0.6367146250169625,5.540085500001563,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,24,7,rltune_style_selector,12.858845500005563,13.718157199968955,7.767096874971412,1.1399274553571428,3.125,1.0,0.8669282499908499,4.657011374945287,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,24,7,sailor_style_heterogeneity_aware,12.570402499960627,13.293439599999575,8.182652624981264,1.0,0.0,1.0,0.882074750023725,4.318524499979012,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,8,11,speed_aware_uncoded,29.152441374947063,52.747422799973215,27.49712187497262,1.0,0.0,1.0,0.39609725001804996,1.605298124957175,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,8,11,speculative_replication,30.52767237500116,55.887421599959424,28.858157875021078,1.0,0.0,1.0,0.4281964999961,1.619739375001875,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,8,11,sparse_flexible_static,16.35746750002904,23.219885650053087,12.91950124999625,2.336263020833333,0.5,1.0,0.4331947500588125,1.6722769999830251,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,8,11,original_sfcl_static,16.200646750007714,23.264210450110962,12.87309037499535,2.2891322544642856,0.625,1.0,0.40162224999557505,1.6275204999942126,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,8,11,worker_aware_sparse_flexible,26.733843749980185,40.96365525005008,23.54671237500832,2.655412946428571,0.625,1.0,0.383380625009925,1.6568956249329374,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
